index,input_dataset,dataschema_variable,label:en,description:en,valueType,unit,other_format,Categories::label:en,input_variables,Variable label,Variable description,Coding,Unit (abbreviated),`Mlstr_harmo::comment`,`Mlstr_harmo::status`,Mlstr_harmo::status_detail,Mlstr_harmo::rule_category,Mlstr_harmo::algorithm,comment_question_for_cohort,response_from_cohort
7,NHS,sdc_employment_status,Current employment status,Indicator of whether the participant is employed or unemployed,integer,,,"0 = Unemployed ; 
1 = Employed",WorCu@NT4BLI,Work Current,Are you employed?,,,,complete,identical,direct_mapping,direct_mapping,,
8,NHS,sdc_employment_pattern,Current employment pattern,Indicator of whether the participant is full-time or part-time,integer,,,"1 = Part-time ; 
2 = Full-time",WorTmFull@NT4BLI,Work Time Full,Do you work full time in your main occupation?,,,Only considers the main occupation,complete,identical,recode,recode(0=1; 1=2; ELSE=NA),,
9,NHS,sdc_work_hours,Number of hours per week,Number of hours worked per week,decimal,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
10,NHS,sdc_employment_description,Employment description,Participant's employment description,text,,,,WorTitISCO1@NT4BLI,Work Title International Standard Classification of Occupations 1,"Occupation, major group [STYRK]","0=Armed forces and unspecified;
1=Legislators, senior officials and managers;
2=Professionals;
3=Technicians and associate professionals;
4=Clerks;
5=Service workers and shop and market sales workers;
6=Skilled agricultural and fishery workers;
7=Craft and related trades workers;
8=Plant and machine operators and assemblers;
9=Elementary occupations",,,complete,compatible,case_when,"case_when(
WorTitISCO1@NT4BLI == 0 ~ ""Armed forces and unspecified"";
WorTitISCO1@NT4BLI == 1 ~ ""Legislators, senior officials and managers"";
WorTitISCO1@NT4BLI == 2 ~ ""Professionals"";
WorTitISCO1@NT4BLI == 3 ~ ""Technicians and associate professionals""
WorTitISCO1@NT4BLI == 4 ~ ""Clerks"";
WorTitISCO1@NT4BLI == 5 ~ ""Service workers and shop and market sales workers"";
WorTitISCO1@NT4BLI == 6 ~ ""Skilled agricultural and fishery workers"";
WorTitISCO1@NT4BLI == 7 ~ ""Craft and related trades workers"";
WorTitISCO1@NT4BLI == 8 ~ ""Plant and machine operators and assemblers"";
WorTitISCO1@NT4BLI == 9 ~ ""Elementary occupations"";
ELSE ~ NA_character_)",,
11,NHS,sdc_retirement_status,Current retirement status,Indicator of whether the participant is retired or not,integer,,,"0 = Not retired ; 
1 = Retired",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
12,NHS,sdc_married,Ever married,Indicator of whether the participant has ever been married or not,integer,,,"0 = Never married ; 
1 = Married ; 
2 = Formerly married",MaritStat@NT4BLQ1,Marital Status,Marital Status,"0=Undisclosed;
1=Unmarried;
2=Married;
3=Widow, widower;
4=Divorced;
5=Separated",,,complete,compatible,recode,recode(0=NA;1=0; 2=1; 3=2; 4=2; 5=NA; ELSE=NA),,
13,NHS,sdc_relationship,Currently in a relationship,Indicator of whether the participant is in a relationship or not,integer,,,"0 = Not in a relationship ; 
1 = In a relationship",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
14,NHS,sdc_location,Urban or rural location,Urban or rural location,integer,,,"1 = Rural ; 
2 = Urban",InvConstitUrb@NT4BLQ1,Invitation constituency urbanity,Invitation constituency urbanity,,,,undetermined,,,,Do you have a variable that could classify the living area of the participant (rural vs urban),
15,NHS,pm_height,Participant's height,Participant's height,decimal,cm,,,Hei@NT4BLM,Height,,,,,complete,identical,direct_mapping,direct_mapping,,
16,NHS,pm_height_method,Method used to measure the height,Method used to measure the height,integer,,,"1 = Self-reported ; 
2 = Measured by professional",__BLANK__,,,,,,complete,compatible,operation,"ifelse(!is.na(Hei@NT4BLM), 2, NA)",Please confirm that the height was measured by a trained profesionnal,
17,NHS,pm_weight,Participant's weight,Participant's weight,decimal,kg,,,Wei@NT4BLM,Weight,,,,,complete,identical,direct_mapping,direct_mapping,,
18,NHS,pm_weight_method,Method used to measure the weight,Method used to measure the weight,integer,,,"1 = Self-reported ; 
2 = Measured by professional",__BLANK__,,,,,,complete,compatible,operation,"ifelse(!is.na(Wei@NT4BLM), 2, NA)",Please confirm that the weight was measured by a trained profesionnal,
19,NHS,pm_bmi,Body mass index,Body mass index,decimal,kg/m2,,,Bmi@NT4BLM,Body Mass Index,,,,,complete,identical,direct_mapping,direct_mapping,,
20,NHS,pm_waist_circ,Waist circumference,Waist circumference,decimal,cm,,,CircWaist@NT4BLM,Circumference Waist,,,,,complete,identical,direct_mapping,direct_mapping,,
21,NHS,pm_waist_circ_method,Method used to measure the waist circumference,Method used to measure the waist circumference,integer,,,"1 = Self-reported ; 
2 = Measured by professional",__BLANK__,,,,,,complete,compatible,operation,"ifelse(!is.na(CircWaist@NT4BLM), 2, NA)",Please confirm that the hwaist circ. was measured by a trained profesionnal,
22,NHS,pm_bodyfat_perc,Body fat percentage,Body fat percentage,decimal,%,,,BIAPbf@NT4BLM,Bioelectrical Impedance analysis Percent body fat,Percent body fat,,,,complete,identical,direct_mapping,direct_mapping,,
23,NHS,pm_bodyfat_perc_method,Method used to measure the body fat percentage,Method used to measure the body fat percentage,text,,,,BIAPbf@NT4BLM,Bioelectrical Impedance analysis Percent body fat,Percent body fat,,,,complete,compatible,operation,"ifelse(!is.na(BIAPbf@NT4BLM), ""Bioelectrical impedance measurement (InBody 770)"", NA)",,
24,NHS,pm_systo_bp,Systolic blood pressure,"Systolic blood pressure, average of all measures available",integer,mmHg,,,"BPSyst1@NT4BLM;
BPSyst2@NT4BLM;
BPSyst3@NT4BLM","Blood Pressure Systolic 1;
Blood Pressure Systolic 2;
Blood Pressure Systolic 3","Systolic blood pressure measurement 1;
Systolic blood pressure measurement 2;
Systolic blood pressure measurement 3",,,Average of 3 measures,complete,compatible,operation,"rowMeans(select(., BPSyst1@NT4BLM, BPSyst2@NT4BLM, BPSyst3@NT4BLM), na.rm=TRUE)",,
25,NHS,pm_diasto_bp,Diastolic blood pressure,"Diastolic blood pressure, average of all measures available",integer,mmHg,,,"BPDias1@NT4BLM;
BPDias2@NT4BLM;
BPDias3@NT4BLM","Blood Pressure Diastolic 1;
Blood Pressure Diastolic 2;
Blood Pressure Diastolic 3","Diastolic blood pressure measurement 1;
Diastolic blood pressure measurement 2;
Diastolic blood pressure measurement 3",,,Average of 3 measures,complete,compatible,operation,"rowMeans(select(., BPDias1@NT4BLM, BPDias2@NT4BLM, BPDias3@NT4BLM), na.rm=TRUE)",,
26,NHS,pm_resting_heart_rate,Resting heart rate,Resting heart rate,decimal,beats/minute,,,PulsMn23@NT4BLM,Pulse Mean 23,Mean pulse measurement 2 and 3,,,"Average of measure 2 and 3 if all three measures are available. If only two measures are available, only the last measure is used.",complete,identical,direct_mapping,direct_mapping,,
27,NHS,pm_cardiorespiratoy_fitness,Cardiorespiratoy fitness,Cardiorespiratoy fitness,decimal,ml/min/kg,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
28,NHS,lab_blood_fasting,Blood sampling fasting,Blood sampling fasting,integer,,,"0 = Non-fasted ; 
1 = Short-fast (<=4h) ; 
2 = Long fast (>4h)",TmLMeal@NT4BLM,Time Last Meal,Hours since last meal,"0=Less than 1 hour;
1=1 hour - 1 hour 59 minutes;
2=2 hours - 2 hours 59 minutes;
3=3 hours - 3 hours 59 minutes;
4=4 hours - 4 hours 59 minutes;
5=5 hours - 5 hours 59 minutes;
6=6 hours - 6 hours 59 minutes;
7=7 hours - 7 hours 59 minutes;
8=8 hours - 8 hours 59 minutes;
9=9 hours or longer",,,complete,compatible,recode,recode(0=0; 1=1; 2=1; 3=1; 4=2; 5=2; 6=2; 7=2; 8=2; 9=2),,
29,NHS,lab_red_blood_cell_count,Red blood cell count,Red blood cell count,decimal,10^12/L,,,BloEry@NT4BLM,Blood Erythrocyte,"Red Blood Cells, erythrocytes count",,10^12/L,,complete,identical,direct_mapping,direct_mapping,,
30,NHS,lab_HbA1c,Glycated hemoglobin (A1c),Glycated hemoglobin (A1c),decimal,mmol/mol,,,BloHbA1cIFCC@NT4BLM,Blood Heamoglobin A1c International federation of clinical chemistry,HbA1c,,mmol/mol,,complete,identical,direct_mapping,direct_mapping,,
31,NHS,lab_chol_tot,Total cholesterol,Total cholesterol,decimal,mmol/L,,,SeChol@NT4BLM,Serum Cholesterol,Cholesterol in serum,,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
32,NHS,lab_chol_hdl,HDL cholesterol,HDL cholesterol,decimal,mmol/L,,,SeHDLChol@NT4BLM,Serum High-density lipoprotein Cholesterol,HDL-cholesterol in serum,,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
33,NHS,lab_chol_ldl,LDL cholesterol,LDL cholesterol,decimal,mmol/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
34,NHS,lab_chol_ldl_calculated,Calculated LDL cholesterol,Calculated LDL cholesterol,decimal,mmol/L,,,"SeChol@NT4BLM;
SeHDLChol@NT4BLM;
SeTrig@NT4BLM","Serum Cholesterol;
Serum High-density lipoprotein Cholesterol;
Serum Triglycerides","Cholesterol in serum;
HDL-cholesterol in serum;
Triglyceride in serum",,,Friedewald equation was used https://lipidworld.biomedcentral.com/articles/10.1186/1476-511X-9-27,complete,compatible,operation,SeChol@NT4BLM - SeHDLChol@NT4BLM - (SeTrig@NT4BLM/2.2),,
35,NHS,lab_trigly,Triglycerides,Triglycerides,decimal,mmol/L,,,SeTrig@NT4BLM,Serum Triglycerides,Triglyceride in serum,,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
36,NHS,lab_c_reac_pro,C-reactive protein,C-reactive protein,decimal,µg/ml,,,SeµCRP@NT4BLM,Serum Micro C-reactive protein,Micro C-reactive protein in serum,,mg/L,,complete,identical,direct_mapping,direct_mapping,,
37,NHS,nut_fruit_quantity,Fruit intake quantity,Fruit Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
38,NHS,nut_fruit_frequency,Fruit intake frequency,Fruit Intake frequency,integer,,,"1 = Rarely ; 
2 = Several times a week ; 
3 = Every day",FoFruF@NT4BLQ1,Food Fruit Frequency,Fruits/berries (Think about the last year; how often do you eat the following food groups per week?),"1=Less than once a week
2=1-3 times a week
3=4-6 times a week
4=7 or more a week",,"1-3 times a week was considered as rarely, hence rarely could include 3 times a week",complete,compatible,recode,recode(1=1; 2=1; 3=2; 4=3; ELSE=NA),,
39,NHS,nut_vegetable_quantity,Vegetable intake quantity,Vegetable Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
40,NHS,nut_vegetable_frequency,Vegetable intake frequency,Vegetable Intake frequency,integer,,,"1 = Rarely ; 
2 = Several times a week ; 
3 = Every day",FoVegF@NT4BLQ1,Food Vegetables Frequency,Vegetables (Think about the last year; how often do you eat the following food groups per week?),"1=Less than once a week
2=1-3 times a week
3=4-6 times a week
4=7 or more a week",,"1-3 times a week was considered as rarely, hence rarely could include 3 times a week",complete,compatible,recode,recode(1=1; 2=1; 3=2; 4=3; ELSE=NA),,
41,NHS,nut_energy_tot,Total energy intake,Total energy intake,decimal,kcal/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
42,NHS,alc_alcohol,Alcohol intake,Alcohol intake per week,decimal,g/week,,,AlcTotGW@NT4BLQ1,Alcohol Total Gram Week(s),Total quantity in gram of pure alcohol per week,,g/week,,complete,identical,direct_mapping,direct_mapping,,
43,NHS,alc_alcohol_frequency,Frequency of alcohol consumption,Frequency of alcohol consumption,integer,,,"0 = Never/almost never ; 
1 = Monthly ; 
2 = Weekly ; 
3 = Daily/almost daily",AlcFLY@NT4BLQ1,Alcohol Frequency Last 12 months,About how often during the last 12 months did you drink alcohol? (Do not include low-alcohol beer),"1=Not at all the last year
2=Once a month or less
3=2-4 times a month
4=2-3 times a week
5=4 times or more a week
6=Never drunk alcohol",,4 times a week is considered as dayly/almost daily,complete,compatible,recode,recode(1=0; 2=0; 3=1; 4=2; 5=3; 6=0; ELSE=NA),,
44,NHS,smk_smoking_status,Smoking status,Smoking Status,integer,,,"0 = Never smoked ; 
1 = Previously smoked ; 
2 = Currently smoke",SmoStat@NT4BLQ1,Smoking Status,Smoking status,"0=Never smoked
1=Ex daily smoker
2=Current daily smoker
3=Current occasional smoker
4=Ex occasional smoker",,,complete,compatible,recode,recode(0=0; 1=1; 2=2; 3=2; 4=1; ELSE=NA),,
45,NHS,smk_smoking_frequency,Current smoking frequency,Current smoking frequency,integer,,,"1 = Monthly ;
2 = Weekly ;
3 = Daily/almost daily ;",SmoStat@NT4BLQ1,Smoking Status,Smoking status,"0=Never smoked
1=Ex daily smoker
2=Current daily smoker
3=Current occasional smoker
4=Ex occasional smoker",,,complete,compatible,recode,recode(0=NA; 1=NA; 2=2; 3=1; 4=NA; ELSE=NA),,
46,NHS,smk_smoking_quantity,Number cigarettes smoked per week,Number cigarettes smoked per week,integer,cigarettes/week,,,SmoCigDyN@NT4BLQ1,Smoking Cigarette Daily Number,"I usually smoke N cigarettes daily (If yes, currently daily smoker)",,cig/day,"Information only available for participants that answered ""curently daily smoker"".",complete,compatible,operation,"ifelse(SmoCigDyN@NT4BLQ1 > 0, SmoCigDyN@NT4BLQ1*7, NA)",,
47,NHS,lsb_rated_health,Self Rated Health,Self Rated Health,integer,,,"1 = Poor/Very Poor ; 
2 = Moderate/Fair ; 
3 = Good ; 
4 = Very good/Excellent",Healt@NT4BLQ1,Health,How is your health at the moment?,"1=Poor;
2=Not so good;
3=Good;
4=Very good",,,complete,identical,direct_mapping,direct_mapping,,
48,NHS,dis_cvd,Cadio vascular diseases,"Cardio vascular diseases (ischemic heart disease, stroke, hypertension, heart failure, atrial fibrillation, thrombosis, cerebrovascular disease, angina pectoris)",integer,,,"0 = No ; 
1 = Yes","CarAngEv@NT4BLQ1;
CarInfEv@NT4BLQ1;
CarFaiEv@NT4BLQ1;
CarAtrFibrEv@NT4BLQ1;
ApoplEv@NT4BLQ1","Cardial Angina Ever;
Cardial Infarction Ever;
Cardial Failure Ever;
Cardial Atrial fibrillation Ever;
Apoplexia Ever","Angina (Have you had, or do you have any of the following diseases?);
Myocardial infarction (heart attack) (Have you had, or do you have any of the following diseases?);
Heart failure (Have you had, or do you have any of the following diseases?);
Atrial fibrillation (Have you had, or do you have any of the following diseases?);
Stroke/brain haemorrhage (Have you had, or do you have any of the following diseases?)","0=No;
1=Yes",,"The category ""No"" was not produced. Collected information included cardial angina, cardial infarction, cardial failure, cardial atrial fibrillation and apoplexia",complete,compatible,case_when,"case_when(
CarAngEv@NT4BLQ1 == 1 | CarInfEv@NT4BLQ1 == 1 | CarFaiEv@NT4BLQ1 == 1 | CarAtrFibrEv@NT4BLQ1 == 1 | ApoplEv@NT4BLQ1 == 1 ~ 1L;
ELSE ~ NA_integer_)",,
49,NHS,dis_musculoskeletal,Musculoskeletal diseases,"Musculoskeletal diseases (Osteoporosis, Arthrosis, Rheumatic disorder, Osteoarthritis or Rheumatism, Rheumatoid Arthritis, Osteoarthritis, Other arthritis, and Rheumatoid arthritis)",integer,,,"0 = No ; 
1 = Yes","RhArthEv@NT4BLQ1;
SponArthEv@NT4BLQ1","Rheumatoid Arthritis Ever;
Spondylarthritis Ever","Arthritis (rheumatoid arthritis) (Have you had, or do you have any of the following diseases?);
Bechterew's disease (Have you had, or do you have any of the following diseases?)","0=No;
1=Yes",,"The category ""No"" was not produced. Collected information included rheumatoid arthritis and spondylarthritis",complete,compatible,case_when,"case_when(
RhArthEv@NT4BLQ1 == 1 | SponArthEv@NT4BLQ1 == 1 ~ 1L;
ELSE ~ NA_integer_)",,
50,NHS,dis_diabetes,Diabetes,Diabetes,integer,,,"0 = No ; 
1 = Yes",DiaEv@NT4BLQ1,Diabetes Ever,"Diabetes (Have you had, or do you have any of the following diseases?)","0=No;
1=Yes",,,complete,identical,direct_mapping,direct_mapping,,
51,NHS,dis_diabetes_type,Diabetes type,Diabetes type,integer,,,"1 = Type 1 ; 
2 = Type 2 ; 
3 = Other",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
52,NHS,dis_cancer,Cancer,Cancer,integer,,,"0 = No ; 
1 = Yes",CaEv@NT4BLQ1,Cancer Ever,"Cancer (Have you had, or do you have any of the following diseases?)","0=No;
1=Yes",,,complete,identical,direct_mapping,direct_mapping,,
53,NHS,dis_hypercholesteromia,Hypercholesteromia,Hypercholesteromia,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
54,NHS,med_lipid_lowering,Use of lipid lowering medication,Use of lipid lowering medication,integer,,,"0 = No ; 
1 = Yes",CholLoMedCu@NT4BLQ1,Cholesterol Low Medication Current,"Cholesterol lowering medication (If yes, do you currently use prescription medication?)","0=No;
1=Yes",,,complete,identical,direct_mapping,direct_mapping,,
55,NHS,med_blood_pressure,Use of medication to manage blood pressure,Use of medication to manage blood pressure,integer,,,"0 = No ; 
1 = Yes",BPMedCu@NT4BLQ1,Blood Pressure Medication Current,"Medication for high blood pressure (If yes, do you currently use prescription medication?)","0=No;
1=Yes",,,complete,identical,direct_mapping,direct_mapping,,
56,NHS,med_diabetes,Use of medication for diabetes,Use of medication for diabetes,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
57,NHS,cog_depression,Depression,Indicator of whether the participant has ever being diagnosed with depression or not,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
58,NHS,cog_dep_cesd20,CES-D (20 items) score,CES-D (20 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
59,NHS,cog_dep_cesd10,CES-D (10 items) score,CES-D (10 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
60,NHS,cog_dep_malaise,Malaise inventory (9 items) score,Malaise inventory (9 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
61,NHS,cog_dep_kessler,Kessler psychological distress score,Kessler psychological distress score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
62,NHS,cog_dep_phq9,PHQ-9 score,PHQ-9 score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
63,NHS,cog_mci_mmse_score,MMSE score,MMSE score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
64,NHS,cog_mci_moca_score,MoCa score,MoCa score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
65,NHS,cog_alzheimers_dementia,Alzheimers/Dementia,Alzheimers/Dementia,integer,,,"0 = Has not been diagnosed with Alzheimers or other dementia;
1 = Has been diagnosed with Alzheimers or other dementia",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
66,NHS,sleep_duration,Usual number of hours of sleep - continuous,Usual number of hours of sleep - continuous,decimal,hours,,,NigSleHWDay@NT4BLQ1,Night Sleep Hours Weekday,About how many hours of night's sleep do you get on a regular weekday? (How often in the last 3 months have you:),,,Hours of sleep on a typical weekday,complete,identical,direct_mapping,direct_mapping,,
67,NHS,sleep_duration_cat,Usual number of hours of sleep - categorical,Usual number of hours of sleep - categorical,integer,,,"1 = 0 to 6 hours; 
2 = 6.5 hours;
3 = 7 hours;
4 = 7.5 hours;
5 = 8 hours;
6 = 8.5 hours;
7 = 9 hours;
8 = 9.5 hours;
9 = 10 hours or more",NigSleHWDay@NT4BLQ1,Night Sleep Hours Weekday,About how many hours of night's sleep do you get on a regular weekday? (How often in the last 3 months have you:),,,,complete,compatible,case_when,"case_when( 
NigSleHWDay@NT4BLQ1 >= 0 & NigSleHWDay@NT4BLQ1 < 6.25 ~ 1L;
NigSleHWDay@NT4BLQ1 >= 6.25 & NigSleHWDay@NT4BLQ1 < 6.75 ~ 2L;
NigSleHWDay@NT4BLQ1 >= 6.75 & NigSleHWDay@NT4BLQ1 < 7.25 ~ 3L;
NigSleHWDay@NT4BLQ1 >= 7.25 & NigSleHWDay@NT4BLQ1 < 7.75 ~ 4L;
NigSleHWDay@NT4BLQ1 >= 7.75 & NigSleHWDay@NT4BLQ1 < 8.25 ~ 5L;
NigSleHWDay@NT4BLQ1 >= 8.25 & NigSleHWDay@NT4BLQ1 < 8.75 ~ 6L;
NigSleHWDay@NT4BLQ1 >= 8.75 & NigSleHWDay@NT4BLQ1 < 9.25 ~ 7L;
NigSleHWDay@NT4BLQ1 >= 9.25 & NigSleHWDay@NT4BLQ1 < 9.75 ~ 8L;
NigSleHWDay@NT4BLQ1 >= 9.75 ~ 9L;
ELSE ~ NA_integer_)",,
68,NHS,sleep_difficulties,Indicator of whether the participant has difficulties sleeping or not,Indicator of whether the participant has difficulties sleeping or not,integer,,,"0 = Never/Rarely; 
1 = Some difficulties",InsomEvnL3M@NT4BLQ1,Insomnia Evening Last three months,Had difficulty falling asleep at night (How often in the last 3 months have you:),"1=Never/seldom;
2=Sometimes;
3=At least three times a week",,,impossible,incompatible,impossible,impossible,,
69,NHS,sed_beh_tv_week_all,Daily TV viewing during the week,Daily TV viewing during the week,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",LeiEntHDy@NT4BLQ1,Leisure time Entertainment Hours Daily,Watch TV/videos/other screen-based entertainment (Estimate how much time you spend on screen-based activities every day in your spare time),"1=No time;
2=Less than 1 hour;
3=1-3 hours;
4=4-6 hours;
5=More than 6 hours",,,complete,compatible,recode,recode(1=1; 2=1; 3=2; 4=3; 5=3; ELSE=NA),,
70,NHS,sed_beh_tv_week_days,Daily TV viewing during week days,Daily TV viewing during week days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
71,NHS,sed_beh_tv_weekend_days,Daily TV viewing during weekend days,Daily TV viewing during weekend days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
72,NHS,sed_beh_comp_use,Computer use,Time spent using a computer per day on weekdays excluding computer use at work,integer,,,"1 = 0 to less than 1 hour per day ; 
2 = 1 to less than 2 hours per day ; 
3 = 2 to less than 3 hours per day ; 
4 = 3 to less than 4 hours per day ; 
5 = 4 to less than 5 hours per day ; 
6 = 5 to less than 6 hours per day ; 
7 = 6 to less than 7 hours per day ; 
8 = 7 to less than 8 hours per day ; 
9 = 8 to less than 9 hours per day ; 
10 = 9 to less than 10 hours per day ; 
11 = 10 hours or more per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
73,NHS,sed_beh_video_games,Video games,Time spent playing video games per day,integer,,,"1 = Less than 1 hour per day ; 
2 = 1 to 3 hours per day ; 
3 = More than 3 hours per day",LeiVidGamHDy@NT4BLQ1,Leisure time Video Game Hours Daily,Playing games (alone/with others) (Estimate how much time you spend on screen-based activities every day in your spare time),"1=No time;
2=Less than 1 hour;
3=1-3 hours;
4=4-6 hours;
5=More than 6 hours",,,complete,compatible,recode,recode(1=1; 2=1; 3=2; 4=3; 5=3; ELSE=NA),,
74,NHS,sed_beh_reading,Reading,Time spent reading per day,integer,,,"1 = 0 to 1 hour per day ; 
2 = More than 1 hour to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
75,NHS,sed_beh_total_sitting,Total sitting,Overall time spent sitting per day,integer,hours,,,ActPasDy@NT4BLQ1,Activity Passive Daily,About how many hours do you sit during an average day? (include work hours and leisure time),,,,complete,identical,direct_mapping,direct_mapping,,
76,NHS,sed_beh_total_sitting_cat,Total sitting time - categorical,Overall time spent sitting per day - categorical,integer,,,"0 = None ; 
1 = Less than 1 hour per day ; 
2 = One to less than 3 hours per day ; 
3 = Three to less than 5 hours per day ; 
4 = Five to less than 7 hours per day ; 
5 = Seven hours or more per day",ActPasDy@NT4BLQ1,Activity Passive Daily,,,,,complete,compatible,case_when,"case_when(
ActPasDy@NT4BLQ1 == 0 ~ 0L; 
ActPasDy@NT4BLQ1 > 0 & ActPasDy@NT4BLQ1 < 1 ~ 1L;
ActPasDy@NT4BLQ1 >= 1 & ActPasDy@NT4BLQ1 < 3 ~ 2L;
ActPasDy@NT4BLQ1 >= 3 & ActPasDy@NT4BLQ1 < 5 ~ 3L;
ActPasDy@NT4BLQ1 >= 5 & ActPasDy@NT4BLQ1 < 7 ~ 4L;
ActPasDy@NT4BLQ1 >= 7 ~ 5L;
ELSE ~ NA_integer_)",,
77,NHS,phy_walking,Walking for leisure,Frequency of walking for leisure per week,integer,,,"1 = Less than once a week ; 
2 = 1 to 5 times a week ; 
3 = 6 times or more a week",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
78,NHS,phy_occupational_pa,Occupational physical activity,Occupational physical activity,integer,,,"1 = Mostly sedentary-no physical demands ; 
2 = Mostly standing or walking ; 
3 = Standing and walking with lifting or carrying ; 
4 = Strenuous physical work",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
79,NHS,phy_sport_participation,Sport participation,Indicator of whether the participant is participating in sport activity or not,integer,,,"0 = No ; 
1 = Yes",ActSporL6M@NT4BLQ2,Activity Sport Last six months,How often do you exercise?,"1=Never;
2=Less than once a week;
3=Once a week;
4=2-3 times a week;
5=Nearly every day",,Wording specifies in the last six months.,complete,compatible,recode,recode(1=0; 2=1; 3=1; 4=1; 5=1; ELSE=NA),,
80,NHS,phy_active_commuting,Active commuting,Indicator of whether the participant is engaging in active commuting,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
81,NHS,phy_leisure_time,"Leisure-time physical activity, including sport",Indicator of whether the participant is engaging in physical activity during leisure-time (including sport),integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
82,NHS,phy_mobility_limitation_SF36,Physical function SF36 subscale score,Total score of the physical function subscale of SF38,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
83,NHS,phy_SF36_nb_items,Number of non-missing items,Number of non-missing items in the SF36 physical function subscale,integer,items,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
1,SHR,adm_id,Identification,Participant id,text,,,,,,,,,,undetermined,,,,Please provide ID variable,
2,SHR,adm_date,Completion date,Date on which the questionnaire was completed,date,,yyyy-mm-dd,,CURRENTDATE,,,,,,undetermined,,,,"Is CURRENTDATE the date of questionnaire completion, if not, do you have a questionnaire completion date, if so, please provide the format",
3,SHR,sdc_sex,Sex,Sex of the participant,integer,,,"1 = Female ; 
2 = Male",DN042_Gender,MALE OR FEMALE,,"1. Male
2. Female",,,complete,identical,recode,recode(1=2; 2=1; ELSE=NA),,
4,SHR,sdc_age,Age,Age of the participant at the time of questionnaire completion,integer,years,,,MN808_AgeRespondent,,,,,,complete,identical,direct_mapping,direct_mapping,Please confirm that MN808_AgeRespondent is an available variable an that it is the age of the participant at the time of questionnaire,
5,SHR,sdc_education,Level of education,Participant's level of education at the time of questionnaire completion,integer,,,"0 = None or lower than high school ; 
1 = High school qualifications ; 
2 = Further education qualifications ; 
3 = University degree and higher",DN010_HighestEdu,HIGHEST EDUCATIONAL DEGREE OBTAINED,What is the highest school leaving certificate or school degree that you have obtained?,,,,undetermined,,,,,
6,SHR,sdc_ethnicity,Ethnicity,Participant's ethnicity,integer,,,"1 = Caucasian or White (Eg: German, Irish, English, Italian, Polish, French, etc) ; 
2 = Black or African American (Eg: African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc) ; 
3 = Asian (Eg: Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc) ; 
4 = Mixed ethnicity and Other",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
